type	code	text	display_level	selectable	sort_sequence
3	4194XX	Gutters, downspouts	4	T	493
3	4196XX	Siding--aluminum, vinyl	4	T	495
3	419XXX	Other building materials--solid elements	3	T	489
3	41XXXX	Building materials--solid elements	2	T	458
3	4212XX	Nails, brads, tacks, nuts, bolts, washers	4	T	501
3	421XXX	Fasteners	3	T	499
3	4223XX	Chains, n.e.c.	4	T	510
3	4224XX	Rope, twine, string	4	T	511
3	4225XX	Strapping	4	T	512
3	4226XX	Wire, cables--nonelectrical	4	T	513
3	422XXX	Ropes, ties, chains	3	T	507
3	423XXX	Valves, nozzles	3	T	514
3	42XXXX	Fasteners, connectors, ropes, ties	2	T	498
3	432XXX	Hooks, shackles, magnets, clamshells	3	T	517
3	433XXX	Slings	3	T	518
3	43XXXX	Hoisting accessories	2	T	515
3	4411XX	Electrical wiring--building	4	T	521
3	4412XX	Generators	4	T	522
3	4413XX	Batteries other than automotive	4	T	523
3	4414XX	Motors other than vehicle	4	T	524
3	4415XX	Power lines, transformers, convertors	4	T	525
3	4417XX	Switchboards, switches, fuses	4	T	527
3	4418XX	Power cords, electrical cords, extension cords	4	T	528
3	441XXX	Electric parts	3	T	520
3	4421XX	Dies, molds, patterns	4	T	530
3	4422XX	Drives--chain, leather, fabric, vee belt	4	T	531
3	4423XX	Drums, pulleys, sheaves	4	T	532
3	4424XX	Engines, turbines, except vehicle	4	T	533
3	4427XX	Rollers	4	T	536
3	442XXX	Machine and appliance parts	3	T	529
3	4431XX	Drill bits--unattached	4	T	538
3	4432XX	Saw blades--unattached	4	T	539
3	443XXX	Tool parts, accessories	3	T	537
3	44XXXX	Machine, tool, and electric parts	2	T	519
3	451XXX	Metal sheets, ingots, bars--nonstructural	3	T	541
3	452XXX	Molten or hot metals, slag	3	T	542
3	45XXXX	Metal materials--nonstructural	2	T	540
3	461XXX	Roofing asphalt, roofing tar	3	T	544
3	466XXX	Sealants, waterproofers, n.e.c.	3	T	549
3	46XXXX	Tars, sealants, caulking, insulating materials	2	T	543
3	472XXX	Tarps, plastic or fabric sheeting	3	T	552
3	473XXX	Plastic wrap	3	T	553
3	47XXXX	Tarps and sheeting--nonmetal	2	T	550
3	4813XX	Tires, except bike	4	T	559
3	4814XX	Wheels, tire rims	4	T	560
3	481XXX	Tires, inner tubes, wheels	3	T	556
3	482XXX	Engine parts and accessories	3	T	561
3	483XXX	Trailers	3	T	569
3	4852XX	Liftgates	4	T	573
3	485XXX	Vehicle doors, liftgates, tailgates	3	T	571
3	48XXXX	Vehicle and mobile equipment parts	2	T	555
3	4912XX	Manhole and cistern covers	4	T	578
3	491XXX	Caps, lids, covers	3	T	576
3	49XXXX	Other parts and materials	2	T	575
3	4XXXXX	Parts and materials	1	T	457
3	511XXX	Birds and fowl	3	T	581
3	5131XX	Bees, hornets, wasps	4	T	589
3	513XXX	Insects, arachnids, mites	3	T	588
3	5141XX	Venomous snakes	4	T	597
3	514XXX	Reptiles	3	T	596
3	5152XX	Dogs, canines--domestic	4	T	601
3	5153XX	Cattle and other bovines	4	T	602
3	5154XX	Horses and other equines	4	T	603
3	5155XX	Rodents	4	T	604
3	5157XX	Swine and other porcines	4	T	606
3	5158XX	Deer and other cervids	4	T	607
3	515XXX	Mammals, except humans	3	T	599
3	51XXXX	Animals	2	T	580
3	5216XX	Animal waste products	4	T	615
3	521XXX	Animal products, nonfood	3	T	609
3	5221XX	Fats, oils, cooking greases	4	T	617
3	5225XX	Fruits, nuts, vegetables	4	T	621
3	5226XX	Grains, cereals, grain mill products	4	T	622
3	5227XX	Meat, poultry, seafood	4	T	623
3	5228XX	Multiple foods or groceries	4	T	624
3	522XXX	Food products	3	T	616
3	52XXXX	Animal and plant byproducts	2	T	608
3	531XXX	Bacteria	3	T	626
3	532XXX	Fungi	3	T	627
3	53XXXX	Infectious and parasitic agents	2	T	625
3	552XXX	Boulders	3	T	638
3	554XXX	Dirt, earth	3	T	640
3	555XXX	Mud	3	T	641
3	556XXX	Rocks, crushed stone	3	T	642
3	557XXX	Sand, gravel	3	T	643
3	558XXX	Silica	3	T	644
3	55XXXX	Nonmetallic minerals, except fuel	2	T	636
3	561XXX	Bodily conditions of injured, ill worker	3	T	646
3	562XXX	Bodily motion or position of injured, ill worker	3	T	647
3	56XXXX	Person--injured or ill worker	2	T	645
3	5711XX	Spouse or domestic partner of injured or ill worker	4	T	650
3	5712XX	Immediate family member other than spouse	4	T	651
3	571XXX	Relative or domestic partner of injured or ill worker	3	T	649
3	5721XX	Co-worker	4	T	653
3	5722XX	Former co-worker	4	T	654
3	5723XX	Work associate	4	T	655
3	572XXX	Co-worker or work associate of injured or ill worker	3	T	652
3	573XXX	Student	3	T	657
3	574XXX	Patient	3	T	658
3	575XXX	Other client or customer	3	T	659
3	576XXX	Acquaintance	3	T	660
3	5771XX	Robber	4	T	662
3	5772XX	Inmate or detainee in custody	4	T	663
3	5773XX	Suspect not yet apprehended	4	T	664
3	577XXX	Assailant, suspect, inmate	3	T	661
3	5781XX	Blood of other than injured or ill person	4	T	666
3	578XXX	Bodily fluids or substances of other than injured or ill person	3	T	665
3	57XXXX	Person--other than injured or ill worker	2	T	648
3	581XXX	Cash grain crops	3	T	671
3	586XXX	Shrubs, grasses	3	T	679
3	5871XX	Trees	4	T	681
3	5872XX	Logs	4	T	682
3	5873XX	Limbs, branches--unattached	4	T	683
3	587XXX	Trees, logs, limbs	3	T	680
3	5891XX	Grain dust	4	T	685
3	589XXX	Other plants, trees, vegetation--not processed	3	T	684
3	58XXXX	Plants, trees, vegetation--not processed	2	T	670
3	5XXXXX	Persons, plants, animals, and minerals	1	T	579
3	611XXX	Ditches, channels, trenches, excavations	3	T	688
3	6121XX	Underground mines, mine tunnels	4	T	690
3	6122XX	Sewers, manholes, storm drains	4	T	691
3	612XXX	Underground mines, caves, tunnels	3	T	689
3	613XXX	Wells, cisterns	3	T	694
3	615XXX	Manure pits	3	T	696
3	6171XX	Silo, grain bin interiors	4	T	699
3	6172XX	Grain elevator interiors	4	T	700
3	6173XX	Septic tank or water tank interiors	4	T	701
3	6176XX	Oil storage tank interiors	4	T	704
3	617XXX	Tank, bin, vat interiors	3	T	698
3	6181XX	Confined spaces on ships, water vessels	4	T	707
3	6182XX	Tanker truck interiors	4	T	708
3	618XXX	Confined spaces on vehicles	3	T	706
3	6191XX	Crawl spaces	4	T	710
3	619XXX	Other confined spaces	3	T	709
3	61XXXX	Confined spaces	2	T	687
3	6211XX	Warehouse	4	T	713
3	6212XX	Factory, manufacturing plant	4	T	714
3	6213XX	Offshore oil platform	4	T	715
3	621XXX	Industrial buildings	3	T	712
3	6221XX	Barn	4	T	717
3	6222XX	Silo exterior	4	T	718
3	6223XX	Grain bin exterior	4	T	719
3	622XXX	Agricultural buildings	3	T	716
3	6231XX	Restaurant, bar	4	T	721
3	6232XX	Retail establishment, store, mall	4	T	722
3	6233XX	Hotel, motel, lodging establishment	4	T	723
3	623XXX	Commercial and retail buildings	3	T	720
3	624XXX	Medical buildings, except institutional residential	3	T	724
3	6251XX	House, townhouse, rowhouse	4	T	729
3	6252XX	High-rise apartment building, condominium	4	T	730
3	6253XX	Low or mid-rise apartment building, condominium	4	T	731
3	6254XX	Mobile or prefabricated home	4	T	732
3	625XXX	Residential buildings, except institutionalized	3	T	728
3	6261XX	Skyscraper, high-rise--except government	4	T	734
3	6262XX	Low or mid-rise office building--except government	4	T	735
3	6263XX	Government building, post office	4	T	736
3	626XXX	Other public and office buildings	3	T	733
3	627XXX	Institutionalized residential building, except jails	3	T	737
3	62XXXX	Buildings--office, plant, residential	2	T	711
3	631XXX	Bridges, dams, locks	3	T	740
3	632XXX	Grandstands, stadia	3	T	741
3	633XXX	Pools	3	T	742
3	6341XX	Scaffolds--improvised staging	4	T	744
3	6342XX	Scaffolds--self-supporting staging	4	T	745
3	6343XX	Scaffolds--staging supported by structure or other means	4	T	746
3	6344XX	Scaffolds--suspended staging	4	T	747
3	6345XX	Machine platforms	4	T	748
3	6346XX	Catwalks	4	T	749
3	634XXX	Scaffolds, staging	3	T	743
3	6351XX	Telecommunications and cell phone towers	4	T	751
3	6352XX	Utility and telephone poles	4	T	752
3	6353XX	Lamp posts, street lights	4	T	753
3	6354XX	Windmills, wind turbines	4	T	754
3	635XXX	Towers, poles	3	T	750
3	636XXX	Excavations, strip mines, and quarries (except confined space)	3	T	755
3	6391XX	Guardrails, road dividers	4	T	757
3	6392XX	Posts, bollards, moorings	4	T	758
3	6394XX	Road signs	4	T	760
3	6395XX	Porches, balconies, decks, patios	4	T	761
3	6396XX	Railroad tracks	4	T	762
3	6397XX	Mailboxes	4	T	763
3	639XXX	Other structures	3	T	756
3	63XXXX	Structures other than buildings	2	T	739
3	641XXX	Climate control systems	3	T	765
3	643XXX	Electrical systems	3	T	767
3	64XXXX	Building systems	2	T	764
3	6511XX	Doors, except garage and vehicle	4	T	771
3	6512XX	Garage doors	4	T	772
3	651XXX	Entrances and exits	3	T	770
3	6521XX	Chain-link fences, panels	4	T	774
3	6522XX	Barbed-wire fences	4	T	775
3	6523XX	Wooden fences, panels	4	T	776
3	6524XX	Gates	4	T	777
3	652XXX	Fences, fence panels, gates	3	T	773
3	653XXX	Windows, openings	3	T	778
3	6541XX	Skylights	4	T	780
3	6542XX	Existing roof openings, other than skylights	4	T	781
3	6543XX	Roof surface, other than roof edge	4	T	782
3	6544XX	Roof edges	4	T	783
3	654XXX	Roofs	3	T	779
3	6551XX	Girders, beams, structural steel	4	T	785
3	6552XX	Roof trusses, joists	4	T	786
3	655XXX	Trusses, girders, beams--structurally attached	3	T	784
3	6561XX	Ceilings	4	T	788
3	6562XX	Walls	4	T	789
3	656XXX	Ceilings, walls	3	T	787
3	657XXX	Handrails, banisters	3	T	790
3	658XXX	Elevator shafts	3	T	791
3	65XXXX	Other structural elements	2	T	769
3	6611XX	Stairs, steps--indoors	4	T	794
3	6612XX	Stairs, steps--outdoors	4	T	795
3	661XXX	Stairs, steps, escalators	3	T	793
3	6621XX	Existing floor opening	4	T	798
3	6622XX	Floor irregularity	4	T	799
3	662XXX	Floors	3	T	797
3	6631XX	Ground irregularity	4	T	801
3	663XXX	Ground	3	T	800
3	6641XX	Sidewalk, path, or outdoor walkway irregularity	4	T	803
3	6642XX	Sidewalk, path, outdoor walkway--paved	4	T	804
3	6643XX	Sidewalk, path, outdoor walkway--unpaved	4	T	805
3	664XXX	Sidewalks, paths, outdoor walkways	3	T	802
3	6651XX	Street, road, or driveway irregularity	4	T	807
3	6652XX	Street, road, driveway--paved	4	T	808
3	6653XX	Street, road, driveway--unpaved	4	T	809
3	665XXX	Streets, roads, driveways	3	T	806
3	6661XX	Parking lot irregularity	4	T	811
3	6662XX	Parking lot--paved	4	T	812
3	6663XX	Parking lot--unpaved	4	T	813
3	666XXX	Parking lots	3	T	810
3	6671XX	Curbs	4	T	815
3	6673XX	Concrete parking blocks and barriers	4	T	817
3	6674XX	Berms	4	T	818
3	6675XX	Embankments	4	T	819
3	6676XX	Culverts, nonconfined ditches	4	T	820
3	667XXX	Curbs, traffic calming bumps, embankments	3	T	814
3	6691XX	Piers, wharfs	4	T	822
3	6692XX	Ramps, loading docks, dock plates	4	T	823
3	6694XX	Grates and drains in floor surface	4	T	825
3	6695XX	Airport runways	4	T	826
3	669XXX	Other floors, walkways, ground surfaces	3	T	821
3	66XXXX	Floors, walkways, ground surfaces	2	T	792
3	6711XX	Hills	4	T	829
3	6712XX	Mountains	4	T	830
3	671XXX	Raised natural structures, hills, mountains	3	T	828
3	6721XX	Valley	4	T	832
3	6722XX	Gorge, crevice	4	T	833
3	672XXX	Recessed natural structures, valleys	3	T	831
3	6732XX	Lakes	4	T	836
3	6733XX	Rivers, streams	4	T	837
3	6734XX	Oceans	4	T	838
3	673XXX	Water bodies--natural	3	T	834
3	67XXXX	Geographical structures	2	T	827
3	6XXXXX	Structures and surfaces	1	T	686
3	7112XX	Braces--nonpowered	4	T	843
3	711XXX	Boring handtools--nonpowered	3	T	841
3	7121XX	Axes, hatchets	4	T	846
3	7122XX	Bolt cutters--nonpowered	4	T	847
3	7124XX	Box cutters and razor knives	4	T	849
3	7125XX	Knives, unspecified or n.e.c.	4	T	850
3	7126XX	Saws--nonpowered	4	T	851
3	712XXX	Cutting handtools--nonpowered	3	T	845
3	7133XX	Shovels	4	T	856
3	713XXX	Digging handtools--nonpowered	3	T	853
3	7141XX	Pliers, tongs	4	T	859
3	714XXX	Gripping handtools--nonpowered	3	T	858
3	7151XX	Hammers, except sledge--nonpowered	4	T	862
3	7152XX	Mallets	4	T	863
3	7154XX	Sledges, sledgehammers	4	T	865
3	715XXX	Striking and nailing handtools--nonpowered	3	T	861
3	7171XX	Screwdrivers--nonpowered	4	T	875
3	7173XX	Wrenches--nonpowered	4	T	877
3	717XXX	Turning handtools--nonpowered	3	T	874
3	7191XX	Brooms, mops, and other cleaning tools	4	T	879
3	7192XX	Crowbars	4	T	880
3	719XXX	Other handtools--nonpowered	3	T	878
3	71XXXX	Handtools--nonpowered	2	T	840
3	7213XX	Drills--powered	4	T	889
3	721XXX	Boring handtools--powered	3	T	886
3	7221XX	Chainsaws--powered	4	T	892
3	7222XX	Chisels--powered	4	T	893
3	7224XX	Saws--powered, except chainsaws	4	T	895
3	722XXX	Cutting handtools--powered	3	T	891
3	7232XX	Jackhammers--powered	4	T	899
3	7235XX	Nail guns--powered	4	T	902
3	7236XX	Stapling tools--electric or pneumatic	4	T	903
3	723XXX	Striking and nailing handtools--powered	3	T	897
3	7241XX	Buffers, polishers, waxers--powered	4	T	905
3	7242XX	Hand grinders--powered	4	T	906
3	7243XX	Sanders--powered	4	T	907
3	7244XX	Sandblasters--powered	4	T	908
3	724XXX	Surfacing handtools--powered	3	T	904
3	7252XX	Impact wrenches--powered	4	T	911
3	7254XX	Tongs--powered	4	T	913
3	725XXX	Turning handtools--powered	3	T	909
3	7261XX	Welding, cutting, and blow torches	4	T	915
3	726XXX	Welding and heating handtools--powered	3	T	914
3	7292XX	Sprayers, air guns--paint	4	T	920
3	7293XX	Power washers	4	T	921
3	729XXX	Other handtools--powered	3	T	918
3	72XXXX	Handtools--powered	2	T	885
3	7323XX	Saws--power not determined	4	T	933
3	732XXX	Cutting handtools--power not determined	3	T	930
3	7352XX	Wrenches--power not determined	4	T	941
3	735XXX	Turning handtools--power not determined	3	T	939
3	73XXXX	Handtools--power not determined	2	T	925
3	741XXX	Ladders--fixed	3	T	954
3	7421XX	Extension ladders	4	T	956
3	7422XX	Step ladders	4	T	957
3	7423XX	Straight ladders	4	T	958
3	7424XX	Truck mounted ladders, aerial ladder trams	4	T	959
3	742XXX	Movable--ladders	3	T	955
3	74XXXX	Ladders	2	T	953
3	7511XX	Needles, syringes	4	T	962
3	7512XX	Scalpels	4	T	963
3	751XXX	Medical sharps instruments	3	T	961
3	7531XX	Wheelchairs--powered	4	T	967
3	7532XX	Mobility scooters--powered	4	T	968
3	753XXX	Wheelchairs and other mobility devices	3	T	966
3	75XXXX	Medical and surgical instruments and equipment	2	T	960
3	7632XX	Baseball bats, hockey sticks, rackets	4	T	988
3	7633XX	Gymnasium and exercise equipment	4	T	989
3	7637XX	Snow sports equipment	4	T	993
3	7638XX	Water sports equipment	4	T	994
3	763XXX	Recreation and athletic equipment	3	T	986
3	76XXXX	Photographic, athletic, and recreational equipment	2	T	974
3	775XXX	Lifelines, lanyards, safety belts, harnesses	3	T	1000
3	776XXX	Respirators	3	T	1001
3	77XXXX	Protective equipment, except clothing	2	T	995
3	7811XX	Pistol, handgun, revolver	4	T	1005
3	7812XX	Rifle, shotgun	4	T	1006
3	7813XX	Explosive devices	4	T	1007
3	781XXX	Firearms	3	T	1004
3	78XXXX	Firearms, law enforcement, and other self-defense equipment	2	T	1003
3	793XXX	Musical instruments	3	T	1018
3	7952XX	Commercial fishing equipment	4	T	1025
3	795XXX	Fishing equipment	3	T	1023
3	79XXXX	Other tools, instruments, and equipment	2	T	1015
3	7XXXXX	Tools, instruments, and equipment	1	T	839
3	8111XX	Airplane--jet or  turbine engine	4	T	1029
3	8112XX	Airplane--propeller-driven or piston engine	4	T	1030
3	811XXX	Airplanes--powered fixed wing	3	T	1028
3	8121XX	Helicopter	4	T	1032
3	812XXX	Aircraft--powered rotary wing	3	T	1031
3	8131XX	Glider, hang glider--nonpowered	4	T	1034
3	8132XX	Parachute	4	T	1035
3	813XXX	Aircraft--nonpowered	3	T	1033
3	81XXXX	Aircraft	2	T	1027
3	821XXX	Amusement park rail vehicle	3	T	1037
3	822XXX	Streetcar, trolley, cable car, light rail	3	T	1038
3	823XXX	Subway, elevated train	3	T	1039
3	8241XX	Freight train	4	T	1041
3	8242XX	Passenger train, heavy rail	4	T	1042
3	8243XX	Locomotive--unattached to rail car(s)	4	T	1043
3	8244XX	Rail car(s)--unattached to locomotive	4	T	1044
3	824XXX	Train, locomotive, rail car	3	T	1040
3	825XXX	Rail-mounted construction, cleaning, maintenance machine	3	T	1045
3	826XXX	Industrial, mining rail vehicle	3	T	1046
3	82XXXX	Rail vehicles	2	T	1036
3	831XXX	Barge	3	T	1048
3	832XXX	Commercial fishing vessel	3	T	1049
3	833XXX	Tugboat, towboat	3	T	1050
3	834XXX	Cargo ship, freighter, passenger liner, ship, excluding sail-powered	3	T	1051
3	835XXX	Motorboat, motorized yacht	3	T	1052
3	836XXX	Sailboat	3	T	1053
3	837XXX	Rowboat, kayak, canoe	3	T	1054
3	838XXX	Raft, floating dock	3	T	1055
3	83XXXX	Water vehicle	2	T	1047
3	8411XX	Ambulance, police, and other emergency passenger vehicle	4	T	1058
3	8412XX	Taxi	4	T	1059
3	8413XX	Automobile	4	T	1060
3	8414XX	Bus	4	T	1061
3	8415XX	Passenger van	4	T	1062
3	8416XX	Motorcycle, moped, dirt bike	4	T	1063
3	8417XX	Motor home, RV	4	T	1064
3	841XXX	Passenger vehicle--automobiles, buses, and passenger vans	3	T	1057
3	8421XX	Semi, tractor-trailer, tanker truck	4	T	1066
3	8422XX	Boom truck, bucket or basket hoist truck	4	T	1067
3	8423XX	Dump truck	4	T	1068
3	8424XX	Garbage, recycling, or refuse truck	4	T	1069
3	8425XX	Fire truck, other emergency equipment truck	4	T	1070
3	8426XX	Delivery truck or van	4	T	1071
3	8427XX	Cement truck, concrete mixer truck	4	T	1072
3	8428XX	Tow truck	4	T	1073
3	842XXX	Trucks--motorized freight hauling and utility	3	T	1065
3	8431XX	Pickup truck	4	T	1075
3	8432XX	SUV, sports utility vehicle	4	T	1076
3	843XXX	Multi-purpose highway vehicles	3	T	1074
3	84XXXX	Highway vehicles, motorized	2	T	1056
3	851XXX	Bicycle, pedal cycle	3	T	1078
3	852XXX	Horse-drawn carriage, buggy	3	T	1079
3	853XXX	Animal-powered wagon	3	T	1080
3	85XXXX	Animal- and human-powered vehicles	2	T	1077
3	8611XX	ATV, all terrain vehicle	4	T	1083
3	8612XX	Golf cart, personnel transport cart	4	T	1084
3	8613XX	Racecar	4	T	1085
3	8614XX	Snowmobile	4	T	1086
3	861XXX	Off-road passenger vehicles--powered	3	T	1082
3	8621XX	Forklift, order picker, platform truck--powered	4	T	1088
3	8622XX	Powered industrial carrier	4	T	1089
3	8623XX	Pallet jack--powered	4	T	1090
3	8624XX	Airport utility vehicle--powered	4	T	1091
3	862XXX	Industrial vehicles, material hauling and transport--powered	3	T	1087
3	8631XX	Farm tractor	4	T	1093
3	8632XX	Construction tractor	4	T	1094
3	8633XX	Industrial tractor	4	T	1095
3	8634XX	Power take-off (PTO)	4	T	1096
3	863XXX	Tractors, PTOs	3	T	1092
3	86XXXX	Off-road or industrial vehicles--powered	2	T	1081
3	871XXX	Cart, dolly, hand truck--nonpowered	3	T	1098
3	872XXX	Pallet jack--nonpowered	3	T	1099
3	873XXX	Wagon	3	T	1100
3	874XXX	Wheelbarrow	3	T	1101
3	875XXX	Shopping cart, grocery carriage--nonpowered	3	T	1102
3	87XXXX	Plant and industrial vehicles--nonpowered	2	T	1097
3	891XXX	Armored personnel carrier	3	T	1104
3	892XXX	Tank	3	T	1105
3	893XXX	Humvee	3	T	1106
3	894XXX	Street sweeping and cleaning machinery	3	T	1107
3	89XXXX	Other vehicles	2	T	1103
3	8XXXXX	Vehicles	1	T	1026
3	9111XX	Belts, gloves, neckties, scarves	4	T	1111
3	9112XX	Blouses, shirts, dresses, trousers, skirts	4	T	1112
3	9115XX	Suits, coats, jackets	4	T	1115
3	911XXX	Clothing and shoes	3	T	1110
3	915XXX	Sheets, towels, linens, bedding	3	T	1124
3	91XXXX	Apparel and textiles	2	T	1109
3	9213XX	Pressurized air--blast	4	T	1129
3	921XXX	Air pressure	3	T	1126
3	922XXX	Avalanche, mudslide	3	T	1130
3	9241XX	Fire, flame	4	T	1133
3	9248XX	Multiple fire, flame, smoke	4	T	1135
3	924XXX	Fire, flame, smoke	3	T	1132
3	9251XX	Flooding	4	T	1137
3	9252XX	Waves, surges, rough seas	4	T	1138
3	9253XX	Water pressure--high or low	4	T	1139
3	9254XX	Pressurized water--blast	4	T	1140
3	925XXX	Flooding and other water sources	3	T	1136
3	9261XX	Cold--environmental	4	T	1142
3	9262XX	Heat--environmental	4	T	1143
3	926XXX	Temperature extremes--environmental	3	T	1141
3	9271XX	Fog	4	T	1145
3	9272XX	High winds, gusts, turbulence	4	T	1146
3	9273XX	Ice, sleet, snow	4	T	1147
3	9274XX	Lightning	4	T	1148
3	9275XX	Rain	4	T	1149
3	9277XX	Tornado, hurricane, typhoon	4	T	1151
3	9278XX	Multiple weather and atmospheric conditions	4	T	1152
3	927XXX	Weather and atmospheric conditions	3	T	1144
3	9292XX	Sun	4	T	1155
3	9297XX	Oxygen-deficient environment	4	T	1160
3	929XXX	Other environmental and elemental conditions	3	T	1153
3	92XXXX	Environmental and elemental conditions	2	T	1125
3	932XXX	Paper, sheets	3	T	1163
3	93XXXX	Paper, books, magazines	2	T	1161
3	9412XX	Broken glass, glass chips, or fibers	4	T	1168
3	9414XX	Wood chips, sawdust	4	T	1170
3	941XXX	Chips, particles, splinters	3	T	1166
3	942XXX	Sewage	3	T	1173
3	943XXX	Construction debris	3	T	1174
3	94XXXX	Scrap, waste, debris	2	T	1165
3	951XXX	Steam, vapors--nonchemical	3	T	1178
3	9521XX	Water	4	T	1180
3	952XXX	Liquids--nonchemical	3	T	1179
3	953XXX	Ice--blocks, cubes, crushed	3	T	1181
3	95XXXX	Other steam, vapors, liquids, ice	2	T	1177
3	9XXXXX	Other sources	1	T	1108
4	000000	All occupations	0	T	1
4	111011	Chief executives	4	T	5
4	11101X	Chief executives	3	T	4
4	111021	General and operations managers	4	T	7
4	11102X	General and operations managers	3	T	6
4	111031	Legislators	4	T	9
4	11103X	Legislators	3	T	8
4	111XXX	Top executives	2	T	3
4	112021	Marketing managers	4	T	14
4	112022	Sales managers	4	T	15
4	11202X	Marketing and sales managers	3	T	13
4	112XXX	Advertising, marketing, promotions, public relations, and sales managers	2	T	10
4	113011	Administrative services managers	4	T	20
4	11301X	Administrative services managers	3	T	19
4	113021	Computer and information systems managers	4	T	22
4	11302X	Computer and information systems managers	3	T	21
4	113031	Financial managers	4	T	24
4	11303X	Financial managers	3	T	23
4	113051	Industrial production managers	4	T	26
4	11305X	Industrial production managers	3	T	25
4	113071	Transportation, storage, and distribution managers	4	T	30
4	11307X	Transportation, storage, and distribution managers	3	T	29
4	113121	Human resources managers	4	T	34
4	11312X	Human resources managers	3	T	33
4	113XXX	Operations specialties managers	2	T	18
4	119013	Farmers, ranchers, and other agricultural managers	4	T	39
4	11901X	Farmers, ranchers, and other agricultural managers	3	T	38
4	119021	Construction managers	4	T	41
4	11902X	Construction managers	3	T	40
4	119032	Education administrators, elementary and secondary school	4	T	44
4	119033	Education administrators, postsecondary	4	T	45
4	11903X	Education administrators	3	T	42
4	119051	Food service managers	4	T	50
4	11905X	Food service managers	3	T	49
4	119081	Lodging managers	4	T	56
4	11908X	Lodging managers	3	T	55
4	119111	Medical and health services managers	4	T	58
4	11911X	Medical and health services managers	3	T	57
4	119141	Property, real estate, and community association managers	4	T	64
4	11914X	Property, real estate, and community association managers	3	T	63
4	119151	Social and community service managers	4	T	66
4	11915X	Social and community service managers	3	T	65
4	11919X	Miscellaneous managers	3	T	69
4	119XXX	Other management occupations	2	T	37
4	11XXXX	Management occupations	1	T	2
4	131031	Claims adjusters, examiners, and investigators	4	T	80
4	13103X	Claims adjusters, appraisers, examiners, and investigators	3	T	79
4	131041	Compliance officers	4	T	83
4	13104X	Compliance officers	3	T	82
4	131051	Cost estimators	4	T	85
4	13105X	Cost estimators	3	T	84
4	131071	Human resources specialists	4	T	87
4	131075	Labor relations specialists	4	T	89
4	13107X	Human resources workers	3	T	86
4	131111	Management analysts	4	T	93
4	13111X	Management analysts	3	T	92
4	131121	Meeting, convention, and event planners	4	T	95
4	13112X	Meeting, convention, and event planners	3	T	94
4	131151	Training and development specialists	4	T	101
4	13115X	Training and development specialists	3	T	100
4	13119X	Miscellaneous business operations specialists	3	T	104
4	131XXX	Business operations specialists	2	T	72
4	132011	Accountants and auditors	4	T	108
4	13201X	Accountants and auditors	3	T	107
4	13209X	Miscellaneous financial specialists	3	T	127
4	132XXX	Financial specialists	2	T	106
4	13XXXX	Business and financial operations occupations	1	T	71
4	151121	Computer systems analysts	4	T	134
4	151122	Information security analysts	4	T	135
4	15112X	Computer and information analysts	3	T	133
4	15113X	Software developers and programmers	3	T	136
4	1511XX	Computer occupations	3	T	130
4	152041	Statisticians	4	T	158
4	15204X	Statisticians	3	T	157
4	152XXX	Mathematical science occupations	2	T	150
4	15XXXX	Computer and mathematical occupations	1	T	129
4	171011	Architects, except landscape and naval	4	T	165
4	17101X	Architects, except naval	3	T	164
4	171022	Surveyors	4	T	169
4	17102X	Surveyors, cartographers, and photogrammetrists	3	T	167
4	171XXX	Architects, surveyors, and cartographers	2	T	163
4	172051	Civil engineers	4	T	180
4	17205X	Civil engineers	3	T	179
4	172071	Electrical engineers	4	T	184
4	172072	Electronics engineers, except computer	4	T	185
4	17207X	Electrical and electronics engineers	3	T	183
4	172081	Environmental engineers	4	T	187
4	17208X	Environmental engineers	3	T	186
4	172112	Industrial engineers	4	T	190
4	17211X	Industrial engineers, including health and safety	3	T	188
4	172141	Mechanical engineers	4	T	196
4	17214X	Mechanical engineers	3	T	195
4	172151	Mining and geological engineers, including mining safety engineers	4	T	198
4	17215X	Mining and geological engineers, including mining safety engineers	3	T	197
4	172171	Petroleum engineers	4	T	202
4	17217X	Petroleum engineers	3	T	201
4	17219X	Miscellaneous engineers	3	T	203
4	172XXX	Engineers	2	T	170
4	173023	Electrical and electronic engineering technicians	4	T	214
4	17302X	Engineering technicians, except drafters	3	T	211
4	173XXX	Drafters, engineering technicians, and mapping technicians	2	T	205
4	17XXXX	Architecture and engineering occupations	1	T	162
4	191013	Soil and plant scientists	4	T	227
4	19101X	Agricultural and food scientists	3	T	224
4	191023	Zoologists and wildlife biologists	4	T	231
4	19102X	Biological scientists	3	T	228
4	191032	Foresters	4	T	235
4	19103X	Conservation scientists and foresters	3	T	233
4	191XXX	Life scientists	2	T	223
4	192031	Chemists	4	T	248
4	19203X	Chemists and materials scientists	3	T	247
4	192041	Environmental scientists and specialists, including health	4	T	251
4	192043	Hydrologists	4	T	253
4	19204X	Environmental scientists and geoscientists	3	T	250
4	192XXX	Physical scientists	2	T	241
4	193031	Clinical, counseling, and school psychologists	4	T	262
4	19303X	Psychologists	3	T	261
4	193051	Urban and regional planners	4	T	268
4	19305X	Urban and regional planners	3	T	267
4	193XXX	Social scientists and related workers	2	T	256
4	194011	Agricultural and food science technicians	4	T	277
4	19401X	Agricultural and food science technicians	3	T	276
4	194041	Geological and petroleum technicians	4	T	283
